design,sigma,scale,error_law,n_total,n_fit,n_val,replication,data_seed,fit_seed,epoch,theta_hat_1,theta_hat_2,error_theta1,error_theta2,train_check_loss,val_check_loss,mean_sigma,hetero_ratio,p10_sigma,p90_sigma
case6_c1_t3,paper_case6,1.0,t3,400,320,80,3,930724621,930724638,150,0.10154114663600922,-0.4816593825817108,-0.8984588533639908,0.5183406174182892,0.721947431564331,1.1932928562164307,2.041954418017907,4.2303113859752415,0.7878583750147684,3.3328862543609263
case6_c1_t3,paper_case6,1.0,t3,400,320,80,3,930724621,930724638,200,0.15848468244075775,-0.49592259526252747,-0.8415153175592422,0.5040774047374725,0.6264560341835022,1.3397495746612549,2.041954418017907,4.2303113859752415,0.7878583750147684,3.3328862543609263
case6_c1_t3,paper_case6,1.0,t3,400,320,80,4,32723046,32723063,10,0.5892759561538696,-0.41820937395095825,-0.41072404384613037,0.5817906260490417,1.1717289924621581,1.326342225074768,1.9801025205733043,4.323040989516032,0.7599481063362737,3.2852868135968
case6_c1_t3,paper_case6,1.0,t3,400,320,80,4,32723046,32723063,20,0.6139584183692932,-0.46891093254089355,-0.3860415816307068,0.5310890674591064,1.065215802192688,1.2814074754714966,1.9801025205733043,4.323040989516032,0.7599481063362737,3.2852868135968
case6_c1_t3,paper_case6,1.0,t3,400,320,80,4,32723046,32723063,40,0.689923882484436,-0.5723956227302551,-0.31007611751556396,0.4276043772697449,0.9915986657142639,1.2753517627716064,1.9801025205733043,4.323040989516032,0.7599481063362737,3.2852868135968
case6_c1_t3,paper_case6,1.0,t3,400,320,80,4,32723046,32723063,60,0.7657408714294434,-0.6346023082733154,-0.23425912857055664,0.36539769172668457,0.930240023136139,1.3089654445648193,1.9801025205733043,4.323040989516032,0.7599481063362737,3.2852868135968
case6_c1_t3,paper_case6,1.0,t3,400,320,80,4,32723046,32723063,80,0.8473890423774719,-0.6909239292144775,-0.15261095762252808,0.30907607078552246,0.8380931735038757,1.3567489385604858,1.9801025205733043,4.323040989516032,0.7599481063362737,3.2852868135968
case6_c1_t3,paper_case6,1.0,t3,400,320,80,4,32723046,32723063,100,0.8824691772460938,-0.7512600421905518,-0.11753082275390625,0.24873995780944824,0.7607599377632142,1.3997828960418701,1.9801025205733043,4.323040989516032,0.7599481063362737,3.2852868135968
case6_c1_t3,paper_case6,1.0,t3,400,320,80,4,32723046,32723063,150,0.9642625451087952,-0.9107707142829895,-0.035737454891204834,0.0892292857170105,0.6388854026794434,1.483076810836792,1.9801025205733043,4.323040989516032,0.7599481063362737,3.2852868135968
case6_c1_t3,paper_case6,1.0,t3,400,320,80,4,32723046,32723063,200,1.0178461074829102,-1.0082372426986694,0.017846107482910156,-0.008237242698669434,0.5367135524749755,1.5426025390625,1.9801025205733043,4.323040989516032,0.7599481063362737,3.2852868135968
case6_c1_t3,paper_case6,1.0,t3,400,320,80,5,60026680,60026697,10,0.2113451212644577,0.5673472881317139,-0.7886548787355423,1.5673472881317139,1.0855382204055786,1.441411018371582,1.9813964292562867,4.8129964979322395,0.6835756848170881,3.2900473770962773
case6_c1_t3,paper_case6,1.0,t3,400,320,80,5,60026680,60026697,20,0.2654247283935547,0.4739181399345398,-0.7345752716064453,1.4739181399345398,1.0283886909484863,1.410317063331604,1.9813964292562867,4.8129964979322395,0.6835756848170881,3.2900473770962773
case6_c1_t3,paper_case6,1.0,t3,400,320,80,5,60026680,60026697,40,0.35970085859298706,0.33372801542282104,-0.6402991414070129,1.333728015422821,0.9047982215881347,1.4302176237106323,1.9813964292562867,4.8129964979322395,0.6835756848170881,3.2900473770962773
